Host,Model Id,Instance,Tensor parallelism degree,quantization,generated_tokens per request,Do Sample,Number of requests,Virtual Users,Thorughput (tokens/second),Latency (ms/token) avg,Latency (ms/token) min,Latency (ms/token) med,Latency (ms/token) max,Latency (ms/token) p(90),Latency (ms/token) p(95),Latency Request ms p(90),Latency Request ms p(95),Latency Request ms avg,Latency Request ms min,Latency Request ms med,Latency Request ms max,Latency Infernece ms med,Latency Infernece ms max,Latency Infernece ms p(90),Latency Infernece ms p(95),Latency Infernece ms avg,Latency Infernece ms min,Queue time ms med,Queue time ms max,Queue time ms p(90),Queue time ms p(95),Queue time ms avg,Queue time ms min
sagemaker,TheBloke/Llama-2-13B-GPTQ,ml.g5.12xlarge,4,gptq,50,True,255,10,147.26087451708804,73.14708350196078,28.865424,54.627605,678.099764,115.6658532,152.38538669999957,5886.851759,7098.3747987,3395.334990639216,564.475193,2770.8694729999997,9862.285287,2690.500693,9514.277970000001,4577.063845,5783.3379783,2869.1531584196077,339.590034,143.231226,4926.10783,1831.714145799993,4385.3515644,525.1994769058824,0.036961
sagemaker,meta-llama/Llama-2-13b-hf,ml.g5.48xlarge,8,none,50,True,296,10,168.32272164778917,82.95012803378378,27.220042,60.013692,1214.02415,77.506597,83.3501345,3880.864146,4099.99450275,2970.484288189189,255.051568,2901.8564914999997,4846.478217999999,2879.1427445,4413.734332999999,3849.6993245000003,3995.2194345,2898.927026824324,151.942034,28.7491615,1227.94969,167.68052649999998,317.67473025000004,70.54884878378377,0.027610000000000003
sagemaker,TheBloke/Llama-2-13B-GPTQ,ml.g5.2xlarge,1,gptq,50,True,159,10,88.89488949972399,121.36833921383646,74.911321,96.174005,799.422397,172.8457394,180.41753529999957,7315.679391,13368.0119163,5624.620299477987,518.01115,5177.110273,13410.954800000001,4771.564827,13410.510902,6221.2144132,8642.309245100001,4895.7468145974835,217.56916,260.727123,4751.979969,1963.0061716,4723.5372675,727.5844227924529,0.041991
sagemaker,meta-llama/Llama-2-70b-hf,ml.g5.48xlarge,8,none,50,True,94,10,49.93779581743245,344.54468905319146,122.051611,206.77441750000003,4306.19806,281.8246747,1303.634419449999,13973.1071942,14131.265121299999,10012.456333234042,1492.499849,9859.731737499998,14667.568283999999,9821.156406,14091.272074,13830.7608672,14090.942610349999,9773.517488893616,1250.249022,52.697314000000006,1772.452506,858.4430197000001,1470.5342065499972,237.92936354255318,0.056762999999999994
sagemaker,TheBloke/Llama-2-13B-GPTQ,ml.g5.2xlarge,1,gptq,50,True,45,1,25.775191258143554,38.793540177777786,28.321382,31.054721,127.479295,61.032052,66.75885579999998,3052.9340526000005,3339.9410435999994,1939.8498152444447,1416.3268309999999,1553.772817,6374.529198,1552.736096,6373.964782,3051.6026108,3337.9428035999995,1938.891076755556,1416.0691180000001,0.053231,0.080151,0.06455659999999999,0.0662468,0.055197355555555,0.04431
sagemaker,meta-llama/Llama-2-7b-hf,ml.g5.2xlarge,1,none,50,True,55,1,32.38377487262304,32.695273436363635,30.641992,30.962235,79.820378,33.5872078,34.552179,1679.7347286,1702.6366180999999,1543.983065490909,161.030213,1548.153946,1778.322453,1547.69604,1775.5747390000001,1678.0527756,1700.8297579999999,1543.0905112545456,159.640756,0.053620999999999995,0.075450999999999,0.06261699999999999,0.067089,0.054495854545454005,0.04419000000000001
sagemaker,meta-llama/Llama-2-7b-hf,ml.g5.12xlarge,4,none,50,True,693,20,449.9423027231205,50.22028511976912,27.905574,43.99524,902.809571,54.2225886,56.205162200000004,2752.7576796,2890.9430634000005,2222.5071835829726,198.375925,2242.0430539999998,3728.735168,2169.682033,2965.9633529999996,2660.6955254,2732.2625193999997,2134.7977592164502,120.815019,69.369203,1564.2071259999998,98.6109818,251.15935099999996,86.51359263636363,0.07416400000000001
sagemaker,meta-llama/Llama-2-7b-hf,ml.p4d.24xlarge,8,none,50,True,467,10,269.1569189648927,40.259699021413276,23.678948,37.444304,297.472199,40.284684,43.709189399999985,2055.0235508,2160.4310359,1857.6524130342611,274.317479,1899.7974,2623.3239799999997,1866.284549,2390.3395600000003,1981.9944498000002,2064.1647531,1795.2170419036402,208.327345,17.420755,768.306008,125.69825480000006,258.4750178,61.367484021413276,0.033710000000000004
sagemaker,meta-llama/Llama-2-70b-hf,ml.p4d.24xlarge,8,none,50,True,43,1,24.51429279906098,43.13226197674419,39.662616,41.348543,84.11013,46.275159599999995,47.0669483,2312.2482852,2344.9356262,2039.6264501627904,85.665853,2059.856661,2544.880903,2057.806345,2543.802445,2311.5408464,2343.0619527999997,2038.560301069767,84.11013,0.038037,0.09730599999999999,0.061517,0.0688773,0.044094511627906,0.030983
sagemaker,TheBloke/Llama-2-7B-GPTQ,ml.g5.2xlarge,1,gptq,50,True,70,1,41.027425895280764,24.354900199999996,19.168455,20.6848945,103.175626,25.878725900000013,37.15260985,1296.2717621000006,1859.8565708499998,1218.6969791285717,958.68167,1035.0006615,5159.342567000001,1034.2447550000002,5158.781338,1293.9363069000008,1857.6305320499998,1217.745036442857,958.422756,0.0513555,0.073931,0.059209000000000005,0.064721,0.053050885714285005,0.041049999999999004
sagemaker,meta-llama/Llama-2-13b-hf,ml.g5.48xlarge,8,none,50,True,74,1,43.44589051024876,25.54973508108108,19.599716,21.6059755,136.236754,32.3200433,34.3784661,1523.5107074000002,1638.48058695,1150.8568339324324,273.949233,1058.2421215,1757.4608739999999,1057.621405,1754.24127,1520.8995108,1635.80484085,1149.820277945946,272.473508,0.045364999999999996,0.08377000000000001,0.06420400000000001,0.06857199999999901,0.046413486486486,0.021341000000000002
sagemaker,meta-llama/Llama-2-7b-hf,ml.g5.12xlarge,4,none,50,True,102,1,61.45733053769864,18.841357392156862,15.254187,16.812526,85.344764,19.7687088,20.438907899999997,934.8573862000001,988.9880079999999,813.5725968333334,76.368003,825.7631015,1021.9159980000001,825.2258575000001,1019.400295,933.2562455,987.53788275,812.5959722549019,75.748603,0.044051,0.10631199999999999,0.059164,0.0649555,0.048555558823529,0.035630999999999996
sagemaker,meta-llama/Llama-2-13b-hf,ml.g5.12xlarge,4,none,50,True,278,5,160.22998317259345,37.69732769784173,22.17405,30.9336655,375.224389,40.281593300000004,44.135724899999914,1999.1585802,2062.9370515,1560.257294233813,152.165557,1566.0013325,2374.453667,1496.5383674999998,2363.329329,1955.5355681,2017.6524267999996,1500.1220480791367,141.208093,12.805405,602.338681,183.7546946,245.01575539999982,59.26229302877698,0.043400999999999995
sagemaker,TheBloke/Llama-2-13B-GPTQ,ml.g5.12xlarge,4,gptq,50,True,349,20,204.19058531369086,106.33981421776504,36.810198,86.66449,1903.799239,120.4817972,192.0944596,6613.716245399998,15029.1062542,4897.385442446991,631.927236,4387.821465,15076.736917,3956.7799099999997,15076.261461,5724.7890008,9604.273436,4309.655139255015,503.878037,167.80576,5440.966947,2056.6562679999997,5423.7496438,586.6237736962751,0.062961
sagemaker,meta-llama/Llama-2-70b-hf,ml.p4d.24xlarge,8,none,50,True,179,5,102.07048976426545,51.16691603910615,43.416015,49.287289,101.211817,55.5998866,65.1113232,2947.4720540000003,3083.2050048999995,2449.2877478826817,72.610592,2585.273157,3555.37693,2400.340961,2895.636149,2646.6277312,2762.5556475,2284.652877340782,65.066863,37.220218,885.446598,315.76520140000054,733.7266709999999,163.74046960893855,0.028949000000000003
sagemaker,meta-llama/Llama-2-7b-hf,ml.g5.48xlarge,8,none,50,True,427,10,245.15171004135973,45.978140562060894,19.826167,39.428618,683.097265,55.65824,62.4671308,2791.0653976000003,3038.0014047,2039.5533847822014,147.172275,1933.264239,3804.462998,1883.176974,3795.751456,2688.2536998000005,2963.327875,1987.0587487189694,136.693556,9.691945,739.155038,92.53110840000018,224.4037045999999,51.6168538173302,0.03982
